topic,sentiment,date,month,count
Content Moderation and Censorship,negative,2022-01-10 04:09:29,2022-01-01,1
Account Management,negative,2022-01-10 04:09:29,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-20 02:58:06,2022-01-01,1
Mental Health and User Impact,negative,2022-01-20 02:58:06,2022-01-01,1
User Interface and Functionality,negative,2022-01-20 02:58:06,2022-01-01,1
Account Management,negative,2022-01-01 22:33:09,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-09 02:26:36,2022-01-01,1
Leadership and Decision Making,negative,2022-01-09 02:26:36,2022-01-01,1
Social Networking and Engagement,neutral,2022-01-09 02:26:36,2022-01-01,1
User Interface and Functionality,negative,2022-01-26 03:37:00,2022-01-01,1
Account Management,negative,2022-01-26 12:35:10,2022-01-01,1
Account Management,negative,2022-01-26 12:35:10,2022-01-01,1
User Interface and Functionality,negative,2022-01-26 12:35:10,2022-01-01,1
Advertising and Monetization,negative,2022-01-01 15:21:00,2022-01-01,1
Algorithm and Content Curation,negative,2022-01-01 15:21:00,2022-01-01,1
App Updates and Changes,negative,2022-01-01 15:21:00,2022-01-01,1
User Interface and Functionality,positive,2022-01-18 15:32:09,2022-01-01,1
Content Moderation and Censorship,positive,2022-01-07 19:50:32,2022-01-01,1
User Interface and Functionality,negative,2022-01-05 02:48:13,2022-01-01,1
User Interface and Functionality,negative,2022-01-05 02:48:13,2022-01-01,1
User Interface and Functionality,negative,2022-01-05 02:48:13,2022-01-01,1
Freedom of Speech and Expression,positive,2022-01-22 22:50:18,2022-01-01,1
Community and Content,positive,2022-01-22 22:50:18,2022-01-01,1
User Interface and Functionality,positive,2022-01-22 22:50:18,2022-01-01,1
Account Management,negative,2022-01-10 13:10:39,2022-01-01,1
Account Management,negative,2022-01-10 13:10:39,2022-01-01,1
Customer Service,negative,2022-01-10 13:10:39,2022-01-01,1
Account Management,negative,2022-01-05 22:05:05,2022-01-01,1
User Interface and Functionality,positive,2022-01-05 22:05:05,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-15 15:09:01,2022-01-01,1
Freedom of Speech and Expression,negative,2022-01-15 15:09:01,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-15 15:09:01,2022-01-01,1
User Interface and Functionality,positive,2022-01-21 02:54:15,2022-01-01,1
Privacy and Security,negative,2022-01-01 01:28:55,2022-01-01,1
Account Management,negative,2022-01-01 01:28:55,2022-01-01,1
Account Management,negative,2022-01-01 01:28:55,2022-01-01,1
Social Networking and Engagement,positive,2022-01-03 02:13:34,2022-01-01,1
Algorithm and Content Curation,positive,2022-01-03 02:13:34,2022-01-01,1
User Interface and Functionality,negative,2022-01-14 21:26:17,2022-01-01,1
Freedom of Speech and Expression,negative,2022-01-14 21:26:17,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-15 06:03:14,2022-01-01,1
Algorithm and Content Curation,negative,2022-01-15 06:03:14,2022-01-01,1
Account Management,negative,2022-01-10 10:21:42,2022-01-01,1
Account Management,negative,2022-01-10 10:21:42,2022-01-01,1
Customer Service,negative,2022-01-10 10:21:42,2022-01-01,1
Freedom of Speech and Expression,negative,2022-01-11 20:38:57,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-11 20:38:57,2022-01-01,1
User Interface and Functionality,negative,2022-01-11 20:38:57,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-09 05:30:04,2022-01-01,1
Freedom of Speech and Expression,negative,2022-01-09 05:30:04,2022-01-01,1
Account Management,negative,2022-01-16 06:42:39,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-16 06:42:39,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-22 19:00:34,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-22 19:00:34,2022-01-01,1
Leadership and Decision Making,negative,2022-01-22 19:00:34,2022-01-01,1
Social Networking and Engagement,positive,2022-01-03 18:15:16,2022-01-01,1
Community and Content,positive,2022-01-03 18:15:16,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-12 00:01:37,2022-01-01,1
Account Management,negative,2022-01-12 00:01:37,2022-01-01,1
Leadership and Decision Making,negative,2022-01-12 00:01:37,2022-01-01,1
User Interface and Functionality,negative,2022-01-17 20:50:59,2022-01-01,1
App Updates and Changes,negative,2022-01-17 20:50:59,2022-01-01,1
User Interface and Functionality,negative,2022-01-17 20:50:59,2022-01-01,1
User Interface and Functionality,negative,2022-01-05 19:13:12,2022-01-01,1
User Interface and Functionality,negative,2022-01-05 19:13:12,2022-01-01,1
Customer Service,negative,2022-01-05 19:13:12,2022-01-01,1
Social Networking and Engagement,positive,2022-01-26 15:25:24,2022-01-01,1
Social Networking and Engagement,neutral,2022-01-26 15:25:24,2022-01-01,1
User Interface and Functionality,positive,2022-01-15 07:52:21,2022-01-01,1
Privacy and Security,positive,2022-01-15 07:52:21,2022-01-01,1
Mental Health and User Impact,negative,2022-01-08 11:38:34,2022-01-01,1
Business and Advertising Tools,negative,2022-01-08 11:38:34,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-08 11:38:34,2022-01-01,1
User Interface and Functionality,negative,2022-01-31 18:56:12,2022-01-01,1
User Interface and Functionality,negative,2022-01-31 18:56:12,2022-01-01,1
Social Networking and Engagement,positive,2022-01-30 16:28:12,2022-01-01,1
Social Networking and Engagement,positive,2022-01-30 16:28:12,2022-01-01,1
User Interface and Functionality,positive,2022-01-30 16:28:12,2022-01-01,1
User Interface and Functionality,negative,2022-01-14 02:07:15,2022-01-01,1
Privacy and Security,negative,2022-01-14 02:07:15,2022-01-01,1
Advertising and Monetization,positive,2022-01-28 14:02:09,2022-01-01,1
User Interface and Functionality,positive,2022-01-28 14:02:09,2022-01-01,1
User Interface and Functionality,positive,2022-01-28 14:02:09,2022-01-01,1
Misinformation and Fake Accounts,negative,2022-01-02 18:33:21,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-02 18:33:21,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-02 18:11:36,2022-01-01,1
Privacy and Security,negative,2022-01-02 18:11:36,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-03 00:28:06,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-03 00:28:06,2022-01-01,1
User Interface and Functionality,negative,2022-01-03 00:28:06,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-27 14:36:17,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-27 14:36:17,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-27 14:36:17,2022-01-01,1
Account Management,negative,2022-01-01 07:07:33,2022-01-01,1
Platform Policies and Guidelines,negative,2022-01-01 07:07:33,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-01 07:07:33,2022-01-01,1
User Interface and Functionality,negative,2022-01-26 13:59:46,2022-01-01,1
App Updates and Changes,negative,2022-01-26 13:59:46,2022-01-01,1
Account Management,negative,2022-01-26 13:42:07,2022-01-01,1
Privacy and Security,negative,2022-01-26 13:42:07,2022-01-01,1
User Interface and Functionality,negative,2022-01-26 13:42:07,2022-01-01,1
Account Management,negative,2022-01-11 07:47:44,2022-01-01,1
User Interface and Functionality,negative,2022-01-11 07:47:44,2022-01-01,1
User Interface and Functionality,negative,2022-01-25 02:28:20,2022-01-01,1
Algorithm and Content Curation,neutral,2022-01-25 02:28:20,2022-01-01,1
Notifications and Alerts,neutral,2022-01-25 02:28:20,2022-01-01,1
App Updates and Changes,neutral,2022-01-13 07:22:43,2022-01-01,1
User Interface and Functionality,negative,2022-01-13 07:22:43,2022-01-01,1
Freedom of Speech and Expression,negative,2022-01-09 23:36:02,2022-01-01,1
Account Management,negative,2022-01-09 23:36:02,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-06 16:10:53,2022-01-01,1
User Interface and Functionality,negative,2022-01-06 16:10:53,2022-01-01,1
Account Management,negative,2022-01-14 20:14:29,2022-01-01,1
Customer Service,negative,2022-01-14 20:14:29,2022-01-01,1
Account Management,negative,2022-01-14 20:14:29,2022-01-01,1
Account Management,negative,2022-01-12 11:52:57,2022-01-01,1
User Interface and Functionality,negative,2022-01-30 00:41:09,2022-01-01,1
User Interface and Functionality,positive,2022-01-30 00:41:09,2022-01-01,1
Privacy and Security,positive,2022-01-30 00:41:09,2022-01-01,1
User Interface and Functionality,positive,2022-01-08 04:17:16,2022-01-01,1
User Interface and Functionality,positive,2022-01-08 04:17:16,2022-01-01,1
User Interface and Functionality,positive,2022-01-22 16:32:08,2022-01-01,1
Algorithm and Content Curation,positive,2022-01-22 16:32:08,2022-01-01,1
User Interface and Functionality,positive,2022-01-28 00:29:02,2022-01-01,1
News and Information Sharing,positive,2022-01-28 00:29:02,2022-01-01,1
Content Moderation and Censorship,negative,2022-01-28 00:29:02,2022-01-01,1
Account Management,negative,2022-01-09 13:48:18,2022-01-01,1
Account Management,negative,2022-01-09 13:48:18,2022-01-01,1
Freedom of Speech and Expression,negative,2022-01-09 13:48:18,2022-01-01,1
User Interface and Functionality,negative,2022-01-10 23:55:33,2022-01-01,1
Notifications and Alerts,negative,2022-01-10 23:55:33,2022-01-01,1
Customer Service,negative,2022-01-10 23:55:33,2022-01-01,1
Content Moderation and Censorship,negative,2022-02-11 12:20:59,2022-02-01,1
Freedom of Speech and Expression,negative,2022-02-11 12:20:59,2022-02-01,1
Privacy and Security,negative,2022-02-11 12:20:59,2022-02-01,1
Social Networking and Engagement,positive,2022-02-17 09:34:07,2022-02-01,1
Content Moderation and Censorship,negative,2022-02-17 09:34:07,2022-02-01,1
User Interface and Functionality,neutral,2022-02-17 09:34:07,2022-02-01,1
Algorithm and Content Curation,negative,2022-02-02 16:21:16,2022-02-01,1
Algorithm and Content Curation,negative,2022-02-02 16:21:16,2022-02-01,1
Algorithm and Content Curation,negative,2022-02-02 16:21:16,2022-02-01,1
Content Moderation and Censorship,negative,2022-02-28 15:39:40,2022-02-01,1
Account Management,negative,2022-02-28 15:39:40,2022-02-01,1
Notifications and Alerts,negative,2022-02-19 21:53:49,2022-02-01,1
User Interface and Functionality,negative,2022-02-19 21:53:49,2022-02-01,1
Content Moderation and Censorship,negative,2022-02-02 14:49:45,2022-02-01,1
Content Moderation and Censorship,negative,2022-02-02 14:49:45,2022-02-01,1
Freedom of Speech and Expression,negative,2022-02-02 14:49:45,2022-02-01,1
Social Networking and Engagement,positive,2022-02-09 19:06:12,2022-02-01,1
Freedom of Speech and Expression,positive,2022-02-09 19:06:12,2022-02-01,1
Social Networking and Engagement,positive,2022-02-09 19:06:12,2022-02-01,1
Platform Policies and Guidelines,negative,2022-02-28 12:18:17,2022-02-01,1
Algorithm and Content Curation,negative,2022-02-28 12:18:17,2022-02-01,1
User Interface and Functionality,negative,2022-02-28 12:18:17,2022-02-01,1
Account Management,negative,2022-02-14 13:23:24,2022-02-01,1
Account Management,negative,2022-02-14 13:23:24,2022-02-01,1
Content Moderation and Censorship,negative,2022-02-14 13:23:24,2022-02-01,1
App Updates and Changes,neutral,2022-02-11 23:03:52,2022-02-01,1
User Interface and Functionality,negative,2022-02-11 23:03:52,2022-02-01,1
User Interface and Functionality,positive,2022-02-11 23:03:52,2022-02-01,1
Freedom of Speech and Expression,neutral,2022-02-02 17:04:58,2022-02-01,1
Community and Content,negative,2022-02-02 17:04:58,2022-02-01,1
Community and Content,negative,2022-02-02 17:04:58,2022-02-01,1
Account Management,negative,2022-02-26 06:12:36,2022-02-01,1
Customer Service,negative,2022-02-10 09:30:39,2022-02-01,1
User Interface and Functionality,negative,2022-02-10 09:30:39,2022-02-01,1
Account Management,negative,2022-02-01 19:49:28,2022-02-01,1
Freedom of Speech and Expression,positive,2022-02-20 20:30:20,2022-02-01,1
Social Networking and Engagement,negative,2022-02-20 20:30:20,2022-02-01,1
App Updates and Changes,positive,2022-02-20 20:30:20,2022-02-01,1
Content Moderation and Censorship,negative,2022-02-26 01:19:09,2022-02-01,1
Content Moderation and Censorship,negative,2022-02-26 01:19:09,2022-02-01,1
Privacy and Security,positive,2022-02-09 18:03:04,2022-02-01,1
Algorithm and Content Curation,positive,2022-02-16 20:23:16,2022-02-01,1
User Interface and Functionality,positive,2022-02-16 20:23:16,2022-02-01,1
User Interface and Functionality,negative,2022-02-27 22:32:17,2022-02-01,1
Social Networking and Engagement,negative,2022-02-27 22:32:17,2022-02-01,1
User Interface and Functionality,negative,2022-02-12 03:26:39,2022-02-01,1
User Interface and Functionality,positive,2022-02-12 15:41:31,2022-02-01,1
Social Networking and Engagement,positive,2022-02-12 15:41:31,2022-02-01,1
User Interface and Functionality,negative,2022-02-05 14:51:49,2022-02-01,1
User Interface and Functionality,negative,2022-02-05 14:51:49,2022-02-01,1
User Interface and Functionality,negative,2022-02-05 14:51:49,2022-02-01,1
Privacy and Security,negative,2022-02-21 14:44:04,2022-02-01,1
Content Moderation and Censorship,negative,2022-02-21 14:44:04,2022-02-01,1
Account Management,negative,2022-02-12 18:26:41,2022-02-01,1
Account Management,negative,2022-02-12 18:26:41,2022-02-01,1
Customer Service,negative,2022-02-12 18:26:41,2022-02-01,1
Social Networking and Engagement,neutral,2022-02-09 22:50:25,2022-02-01,1
Privacy and Security,negative,2022-02-09 22:50:25,2022-02-01,1
Privacy and Security,negative,2022-02-09 22:50:25,2022-02-01,1
User Interface and Functionality,negative,2022-02-21 20:42:28,2022-02-01,1
User Interface and Functionality,negative,2022-02-21 20:42:28,2022-02-01,1
Social Networking and Engagement,neutral,2022-02-21 20:42:28,2022-02-01,1
Account Management,negative,2022-02-21 19:05:23,2022-02-01,1
Content Moderation and Censorship,negative,2022-02-21 19:05:23,2022-02-01,1
Customer Service,negative,2022-02-21 19:05:23,2022-02-01,1
User Interface and Functionality,negative,2022-02-24 17:55:11,2022-02-01,1
Notifications and Alerts,negative,2022-02-21 05:50:08,2022-02-01,1
User Interface and Functionality,negative,2022-02-25 16:57:33,2022-02-01,1
User Interface and Functionality,neutral,2022-02-25 16:57:33,2022-02-01,1
User Interface and Functionality,positive,2022-02-25 16:57:33,2022-02-01,1
Notifications and Alerts,positive,2022-02-12 20:26:29,2022-02-01,1
User Interface and Functionality,negative,2022-02-01 19:24:28,2022-02-01,1
User Interface and Functionality,positive,2022-02-13 22:05:15,2022-02-01,1
User Interface and Functionality,positive,2022-02-13 22:05:15,2022-02-01,1
User Interface and Functionality,positive,2022-02-17 17:46:57,2022-02-01,1
Platform Policies and Guidelines,positive,2022-02-17 17:46:57,2022-02-01,1
User Interface and Functionality,neutral,2022-03-15 01:33:14,2022-03-01,1
User Interface and Functionality,negative,2022-03-15 01:33:14,2022-03-01,1
User Interface and Functionality,negative,2022-03-15 01:33:14,2022-03-01,1
Misinformation and Fake Accounts,negative,2022-03-28 00:35:09,2022-03-01,1
Privacy and Security,negative,2022-03-28 00:35:09,2022-03-01,1
Social Networking and Engagement,negative,2022-03-28 00:35:09,2022-03-01,1
Notifications and Alerts,negative,2022-03-05 05:25:59,2022-03-01,1
Account Management,negative,2022-03-05 05:25:59,2022-03-01,1
User Interface and Functionality,negative,2022-03-05 05:25:59,2022-03-01,1
App Updates and Changes,negative,2022-03-11 21:08:55,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 21:08:55,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 21:08:55,2022-03-01,1
User Interface and Functionality,positive,2022-03-03 08:13:29,2022-03-01,1
User Interface and Functionality,neutral,2022-03-03 08:13:29,2022-03-01,1
User Interface and Functionality,negative,2022-03-10 20:33:54,2022-03-01,1
User Interface and Functionality,negative,2022-03-10 20:33:54,2022-03-01,1
User Interface and Functionality,negative,2022-03-10 20:33:54,2022-03-01,1
User Interface and Functionality,positive,2022-03-08 21:12:33,2022-03-01,1
User Interface and Functionality,positive,2022-03-08 21:12:33,2022-03-01,1
News and Information Sharing,positive,2022-03-21 23:47:46,2022-03-01,1
Community and Content,positive,2022-03-21 23:47:46,2022-03-01,1
User Interface and Functionality,negative,2022-03-02 13:56:03,2022-03-01,1
Account Management,negative,2022-03-02 13:56:03,2022-03-01,1
Account Management,negative,2022-03-02 13:56:03,2022-03-01,1
User Interface and Functionality,negative,2022-03-13 14:34:45,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-13 21:30:00,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-13 21:30:00,2022-03-01,1
User Interface and Functionality,negative,2022-03-13 21:30:00,2022-03-01,1
User Interface and Functionality,negative,2022-03-15 20:26:54,2022-03-01,1
User Interface and Functionality,negative,2022-03-15 20:26:54,2022-03-01,1
App Updates and Changes,negative,2022-03-15 20:26:54,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-18 21:40:40,2022-03-01,1
Community and Content,negative,2022-03-18 21:40:40,2022-03-01,1
User Interface and Functionality,negative,2022-03-18 21:40:40,2022-03-01,1
Social Networking and Engagement,positive,2022-03-12 14:03:41,2022-03-01,1
Content Moderation and Censorship,neutral,2022-03-12 14:03:41,2022-03-01,1
Content Moderation and Censorship,positive,2022-03-12 14:03:41,2022-03-01,1
User Interface and Functionality,positive,2022-03-20 10:16:06,2022-03-01,1
Algorithm and Content Curation,positive,2022-03-20 10:16:06,2022-03-01,1
User Interface and Functionality,negative,2022-03-20 10:16:06,2022-03-01,1
User Interface and Functionality,negative,2022-03-14 14:41:21,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-14 14:41:21,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-14 14:41:21,2022-03-01,1
Social Networking and Engagement,positive,2022-03-17 03:12:49,2022-03-01,1
Misinformation and Fake Accounts,positive,2022-03-17 03:12:49,2022-03-01,1
Community and Content,neutral,2022-03-17 03:12:49,2022-03-01,1
Advertising and Monetization,negative,2022-03-07 03:06:12,2022-03-01,1
User Interface and Functionality,negative,2022-03-07 03:06:12,2022-03-01,1
User Interface and Functionality,negative,2022-03-07 03:06:12,2022-03-01,1
Privacy and Security,negative,2022-03-31 22:20:13,2022-03-01,1
User Interface and Functionality,negative,2022-03-31 22:20:13,2022-03-01,1
User Interface and Functionality,negative,2022-03-31 22:20:13,2022-03-01,1
User Interface and Functionality,negative,2022-03-13 00:28:27,2022-03-01,1
User Interface and Functionality,negative,2022-03-13 00:28:27,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-15 16:17:19,2022-03-01,1
Platform Policies and Guidelines,negative,2022-03-15 16:17:19,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-12 05:58:30,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 05:58:30,2022-03-01,1
App Updates and Changes,negative,2022-03-12 05:58:30,2022-03-01,1
User Interface and Functionality,positive,2022-03-23 07:33:50,2022-03-01,1
App Updates and Changes,neutral,2022-03-23 07:33:50,2022-03-01,1
Advertising and Monetization,positive,2022-03-23 07:33:50,2022-03-01,1
Algorithm and Content Curation,positive,2022-03-22 19:02:54,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-22 19:02:54,2022-03-01,1
User Interface and Functionality,positive,2022-03-05 20:49:13,2022-03-01,1
User Interface and Functionality,positive,2022-03-05 20:49:13,2022-03-01,1
User Interface and Functionality,positive,2022-03-05 20:49:13,2022-03-01,1
User Interface and Functionality,negative,2022-03-20 23:54:17,2022-03-01,1
Notifications and Alerts,negative,2022-03-11 01:35:36,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 01:35:36,2022-03-01,1
User Interface and Functionality,negative,2022-03-04 17:17:40,2022-03-01,1
Social Networking and Engagement,negative,2022-03-04 17:17:40,2022-03-01,1
Notifications and Alerts,negative,2022-03-04 17:17:40,2022-03-01,1
News and Information Sharing,positive,2022-03-16 19:03:27,2022-03-01,1
Social Networking and Engagement,positive,2022-03-16 19:03:27,2022-03-01,1
News and Information Sharing,positive,2022-03-16 19:03:27,2022-03-01,1
User Interface and Functionality,negative,2022-03-26 17:34:56,2022-03-01,1
User Interface and Functionality,negative,2022-03-30 14:52:48,2022-03-01,1
User Interface and Functionality,negative,2022-03-30 14:52:48,2022-03-01,1
Customer Service,negative,2022-03-30 14:52:48,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-06 16:50:37,2022-03-01,1
Leadership and Decision Making,negative,2022-03-06 16:50:37,2022-03-01,1
User Interface and Functionality,negative,2022-03-13 12:06:13,2022-03-01,1
User Interface and Functionality,negative,2022-03-13 12:06:13,2022-03-01,1
Social Networking and Engagement,positive,2022-03-08 16:26:05,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 02:40:17,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 02:40:17,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 02:40:17,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-31 02:56:52,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-31 02:56:52,2022-03-01,1
User Interface and Functionality,negative,2022-03-31 02:56:52,2022-03-01,1
User Interface and Functionality,negative,2022-03-07 21:26:46,2022-03-01,1
User Interface and Functionality,negative,2022-03-04 02:46:23,2022-03-01,1
Mental Health and User Impact,negative,2022-03-04 02:46:23,2022-03-01,1
Social Networking and Engagement,negative,2022-03-04 02:46:23,2022-03-01,1
User Interface and Functionality,negative,2022-03-03 23:30:32,2022-03-01,1
Customer Service,negative,2022-03-03 23:30:32,2022-03-01,1
User Interface and Functionality,negative,2022-03-03 23:30:32,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 23:35:02,2022-03-01,1
Notifications and Alerts,negative,2022-03-11 23:35:02,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-30 10:54:02,2022-03-01,1
User Interface and Functionality,negative,2022-03-30 10:54:02,2022-03-01,1
Customer Service,negative,2022-03-05 20:03:01,2022-03-01,1
User Interface and Functionality,negative,2022-03-05 20:03:01,2022-03-01,1
User Interface and Functionality,positive,2022-03-15 19:59:26,2022-03-01,1
Notifications and Alerts,negative,2022-03-15 19:59:26,2022-03-01,1
Community and Content,positive,2022-03-26 17:52:06,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-26 17:52:06,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-07 16:25:44,2022-03-01,1
Social Networking and Engagement,negative,2022-03-07 16:25:44,2022-03-01,1
Misinformation and Fake Accounts,negative,2022-03-07 16:25:44,2022-03-01,1
User Interface and Functionality,negative,2022-03-09 01:23:35,2022-03-01,1
User Interface and Functionality,negative,2022-03-09 01:23:35,2022-03-01,1
User Interface and Functionality,positive,2022-03-11 02:09:31,2022-03-01,1
News and Information Sharing,positive,2022-03-11 02:09:31,2022-03-01,1
User Interface and Functionality,negative,2022-03-04 08:33:40,2022-03-01,1
User Interface and Functionality,negative,2022-03-04 08:33:40,2022-03-01,1
User Interface and Functionality,negative,2022-03-04 08:33:40,2022-03-01,1
Account Management,negative,2022-03-17 20:08:05,2022-03-01,1
Customer Service,negative,2022-03-17 20:08:05,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-17 20:08:05,2022-03-01,1
User Interface and Functionality,negative,2022-03-15 23:33:29,2022-03-01,1
Social Networking and Engagement,negative,2022-03-26 11:34:41,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-26 11:34:41,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-26 11:34:41,2022-03-01,1
User Interface and Functionality,positive,2022-03-11 22:33:46,2022-03-01,1
Social Networking and Engagement,positive,2022-03-11 22:33:46,2022-03-01,1
Mental Health and User Impact,positive,2022-03-11 22:33:46,2022-03-01,1
Social Networking and Engagement,positive,2022-03-05 19:40:02,2022-03-01,1
Advertising and Monetization,positive,2022-03-05 19:40:02,2022-03-01,1
User Interface and Functionality,positive,2022-03-05 19:40:02,2022-03-01,1
Social Networking and Engagement,positive,2022-03-27 15:40:04,2022-03-01,1
User Interface and Functionality,negative,2022-03-27 15:40:04,2022-03-01,1
User Interface and Functionality,negative,2022-03-15 05:50:20,2022-03-01,1
Customer Service,negative,2022-03-15 05:50:20,2022-03-01,1
Social Networking and Engagement,negative,2022-03-10 20:23:43,2022-03-01,1
Account Management,negative,2022-03-10 20:23:43,2022-03-01,1
Privacy and Security,positive,2022-03-10 20:23:43,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-12 22:29:21,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 22:29:21,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 22:29:21,2022-03-01,1
Privacy and Security,negative,2022-03-13 02:03:58,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-13 02:03:58,2022-03-01,1
User Interface and Functionality,positive,2022-03-03 09:58:59,2022-03-01,1
User Interface and Functionality,positive,2022-03-03 09:58:59,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-22 12:27:04,2022-03-01,1
Community and Content,negative,2022-03-22 12:27:04,2022-03-01,1
Account Management,negative,2022-03-22 12:27:04,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 00:59:47,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 00:59:47,2022-03-01,1
Leadership and Decision Making,negative,2022-03-12 00:59:47,2022-03-01,1
User Interface and Functionality,negative,2022-03-28 12:18:01,2022-03-01,1
User Interface and Functionality,negative,2022-03-28 12:18:01,2022-03-01,1
User Interface and Functionality,negative,2022-03-28 12:18:01,2022-03-01,1
News and Information Sharing,negative,2022-03-25 02:36:53,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-15 12:43:05,2022-03-01,1
Social Networking and Engagement,negative,2022-03-15 12:43:05,2022-03-01,1
Customer Service,negative,2022-03-15 12:43:05,2022-03-01,1
User Interface and Functionality,negative,2022-03-13 16:24:52,2022-03-01,1
User Interface and Functionality,negative,2022-03-13 16:24:52,2022-03-01,1
App Updates and Changes,negative,2022-03-13 16:24:52,2022-03-01,1
Social Networking and Engagement,positive,2022-03-13 15:29:23,2022-03-01,1
Social Networking and Engagement,negative,2022-03-13 15:29:23,2022-03-01,1
Account Management,negative,2022-03-27 12:45:14,2022-03-01,1
Account Management,negative,2022-03-27 12:45:14,2022-03-01,1
Customer Service,negative,2022-03-27 12:45:14,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 17:30:03,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 17:30:03,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-11 17:30:03,2022-03-01,1
Mental Health and User Impact,negative,2022-03-07 04:54:15,2022-03-01,1
User Interface and Functionality,negative,2022-03-14 13:25:38,2022-03-01,1
User Interface and Functionality,negative,2022-03-14 13:25:38,2022-03-01,1
Account Management,negative,2022-03-14 13:25:38,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-10 20:21:45,2022-03-01,1
User Interface and Functionality,negative,2022-03-10 20:21:45,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-10 20:21:45,2022-03-01,1
Freedom of Speech and Expression,negative,2022-03-27 04:50:29,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-27 04:50:29,2022-03-01,1
Account Management,negative,2022-03-26 01:54:25,2022-03-01,1
Customer Service,negative,2022-03-26 01:54:25,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-26 01:54:25,2022-03-01,1
User Interface and Functionality,negative,2022-03-17 08:15:11,2022-03-01,1
User Interface and Functionality,negative,2022-03-01 01:10:27,2022-03-01,1
User Interface and Functionality,negative,2022-03-01 01:10:27,2022-03-01,1
User Interface and Functionality,negative,2022-03-01 01:10:27,2022-03-01,1
News and Information Sharing,positive,2022-03-15 23:25:37,2022-03-01,1
News and Information Sharing,positive,2022-03-15 23:25:37,2022-03-01,1
User Interface and Functionality,negative,2022-03-31 14:25:39,2022-03-01,1
User Interface and Functionality,negative,2022-03-10 22:51:18,2022-03-01,1
User Interface and Functionality,negative,2022-03-10 22:51:18,2022-03-01,1
Customer Service,negative,2022-03-10 22:51:18,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-21 15:29:58,2022-03-01,1
User Interface and Functionality,negative,2022-03-21 15:29:58,2022-03-01,1
